prefix,GCD_ICMPv6,GCD_TCPv6,AB_ICMPv6,AB_TCPv6,AB_DNSv6,backing_prefix,ASN
2001:1201:10::/48,2.0,1.0,1.0,1.0,1.0,2001:1201:10::/48,27661
2001:1201::/48,3.0,2.0,2.0,2.0,2.0,2001:1201::/48,28498
2001:1218:600d::/48,1.0,1.0,2.0,2.0,0.0,2001:1218:600d::/48,278
2001:1218:6035::/48,1.0,1.0,2.0,2.0,0.0,2001:1218:6035::/48,278
2001:1218:c01::/48,1.0,1.0,2.0,1.0,2.0,2001:1218::/32,278
2001:1250:1000::/48,1.0,1.0,2.0,1.0,2.0,2001:1250:1000::/44,22894
2001:1250:a000::/48,2.0,1.0,3.0,2.0,3.0,2001:1250:a000::/44,28511_22894
2001:1250:b000::/48,1.0,1.0,3.0,2.0,2.0,2001:1250:b000::/44,22894
2001:1250:c000::/48,2.0,1.0,3.0,2.0,3.0,2001:1250:c000::/44,28511_22894
2001:1250:fe00::/48,1.0,1.0,1.0,2.0,0.0,2001:1250:fe00::/48,28511
2001:1250:ffe0::/48,1.0,1.0,1.0,2.0,0.0,2001:1250:ffe0::/44,22894
2001:1258::/48,2.0,2.0,2.0,2.0,2.0,2001:1258::/32,28499
2001:12f8:2::/48,3.0,0.0,3.0,0.0,3.0,2001:12f8:2::/48,12136
2001:12f8:4::/48,5.0,0.0,4.0,0.0,4.0,2001:12f8:4::/48,11644
2001:12f8:8::/48,3.0,0.0,3.0,0.0,3.0,2001:12f8:8::/48,10906
2001:12f8:a::/48,2.0,0.0,2.0,0.0,2.0,2001:12f8:a::/48,11284
2001:12f8:c::/48,4.0,0.0,4.0,0.0,4.0,2001:12f8:c::/48,14650
2001:1398:121::/48,5.0,0.0,4.0,0.0,3.0,2001:1398:121::/48,52304
2001:1398:274::/48,2.0,0.0,2.0,0.0,2.0,2001:1398:274::/48,52234
2001:1398:275::/48,2.0,0.0,2.0,0.0,2.0,2001:1398:275::/48,52306
2001:1398:276::/48,2.0,0.0,2.0,0.0,2.0,2001:1398:276::/48,52305
2001:13b4:2401::/48,3.0,0.0,3.0,0.0,0.0,2001:13b4::/32,3356
2001:13c7:7000::/48,2.0,1.0,3.0,3.0,3.0,2001:13c7:7000::/48,28498
2001:13c7:7010::/48,4.0,1.0,5.0,1.0,5.0,2001:13c7:7010::/48,52224
2001:13c7:7012::/48,4.0,1.0,5.0,1.0,5.0,2001:13c7:7012::/48,52224
2001:148f:fffb::/48,7.0,0.0,6.0,0.0,6.0,2001:148f:fffb::/48,25192_200070
2001:148f:fffd::/48,11.0,0.0,7.0,0.0,7.0,2001:148f:fffd::/48,25192_200070
2001:14b8:1000::/48,1.0,0.0,2.0,0.0,1.0,2001:14b8::/29,16086
2001:14b8:1800::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:3aca::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:4701::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:6f01::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:7f::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:9ca6::/48,1.0,1.0,1.0,3.0,0.0,2001:14b8::/29,16086
2001:14ba:9ccc::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a022::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a031::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a066::/48,1.0,0.0,3.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a06f::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a0aa::/48,1.0,1.0,1.0,2.0,0.0,2001:14b8::/29,16086
2001:14ba:a0b5::/48,1.0,1.0,1.0,3.0,0.0,2001:14b8::/29,16086
2001:14ba:a0f4::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a304::/48,0.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a49d::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:14ba:a702::/48,1.0,0.0,2.0,0.0,0.0,2001:14b8::/29,16086
2001:1548:203::/48,1.0,1.0,1.0,2.0,0.0,2001:1548::/29,8280
2001:1548:206::/48,1.0,1.0,2.0,1.0,0.0,2001:1548:206::/48,206804
2001:1548:8280::/48,1.0,1.0,2.0,1.0,0.0,2001:1548::/29,8280
2001:1700:1600::/48,1.0,1.0,1.0,2.0,0.0,2001:1700::/28,6730
2001:1700:a00::/48,1.0,0.0,1.0,0.0,2.0,2001:1700::/28,6730
2001:1702:32::/48,1.0,1.0,1.0,2.0,0.0,2001:1700::/28,6730
2001:1704:1::/48,1.0,0.0,2.0,0.0,0.0,2001:1700::/28,6730
2001:1708:4100::/48,1.0,0.0,2.0,0.0,0.0,2001:1700::/28,6730
2001:1715:4e2d::/48,1.0,0.0,2.0,0.0,0.0,2001:1700::/27,6730
2001:171c:3300::/48,1.0,0.0,2.0,0.0,0.0,2001:1700::/27,6730
2001:1838:3000::/48,2.0,1.0,1.0,1.0,0.0,2001:1838:3000::/40,23352
2001:1868:102::/48,1.0,1.0,1.0,3.0,0.0,2001:1868::/32,11404
2001:1890:fff::/48,2.0,0.0,0.0,0.0,0.0,2001:1890::/29,7018
2001:18b8:a114::/48,16.0,0.0,11.0,0.0,0.0,2001:18b8:a114::/48,29789
2001:1900:22b3::/48,10.0,0.0,6.0,0.0,0.0,2001:1900::/32,3356
2001:1960::/48,5.0,0.0,1.0,0.0,1.0,2001:1960::/32,5650
2001:1978:1500::/48,1.0,0.0,2.0,0.0,0.0,2001:1978:1500::/40,13768
2001:1978:202::/48,2.0,0.0,1.0,0.0,1.0,2001:1978:202::/48,13768
2001:1998:840::/48,1.0,1.0,2.0,2.0,0.0,2001:1998::/32,7843
2001:1998:890::/48,1.0,1.0,2.0,1.0,0.0,2001:1998:890::/44,8052
2001:1998:aff::/48,4.0,0.0,1.0,0.0,0.0,2001:1998::/32,7843
2001:1998:f00::/48,2.0,0.0,0.0,0.0,0.0,2001:1998::/32,7843
2001:19f0:ccc::/48,30.0,31.0,32.0,32.0,32.0,2001:19f0:ccc::/48,20473
2001:19f0:ccd::/48,31.0,32.0,32.0,32.0,32.0,2001:19f0:ccd::/48,20473
2001:19f0:ffff::/48,32.0,32.0,32.0,32.0,0.0,2001:19f0:ffff::/48,20473
2001:1a38:37::/48,1.0,1.0,1.0,2.0,1.0,2001:1a38::/32,34081
2001:1a38:6::/48,1.0,1.0,2.0,1.0,0.0,2001:1a38::/32,34081
2001:1a98::/48,1.0,0.0,2.0,0.0,0.0,2001:1a98::/29,6677
2001:1b58:1::/48,1.0,1.0,2.0,2.0,0.0,2001:1b58::/29,35283
2001:1c00:2414::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c00:5395::/48,1.0,1.0,2.0,1.0,1.0,2001:1c00::/24,33915
2001:1c00:a68a::/48,1.0,1.0,2.0,1.0,0.0,2001:1c00::/24,33915
2001:1c00:a800::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c00:ae00::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c00:bf00::/48,1.0,1.0,2.0,1.0,0.0,2001:1c00::/24,33915
2001:1c00:c000::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c01:45c9::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c01:4600::/48,1.0,1.0,2.0,1.0,0.0,2001:1c00::/24,33915
2001:1c01:900::/48,1.0,1.0,2.0,1.0,0.0,2001:1c00::/24,33915
2001:1c03:397::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c03:500::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c03:5a06::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c03:628b::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c03:6400::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c03:b0e::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c04:3900::/48,1.0,0.0,2.0,0.0,0.0,2001:1c00::/24,33915
2001:1c06:2680::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c06:394::/48,1.0,1.0,1.0,2.0,0.0,2001:1c00::/24,33915
2001:1c0f:b00::/48,1.0,1.0,2.0,1.0,0.0,2001:1c00::/24,33915
2001:200:c000::/48,3.0,0.0,2.0,0.0,2.0,2001:200:c000::/35,23634
2001:240::/48,4.0,0.0,3.0,0.0,3.0,2001:240::/32,2497
2001:2e0:5000::/48,1.0,0.0,2.0,0.0,0.0,2001:2e0::/32,9293
2001:2f8:ffff::/48,1.0,0.0,2.0,0.0,0.0,2001:2f8::/32,2907
2001:300::/48,3.0,2.0,3.0,3.0,0.0,2001:300::/32,2497
2001:380:a120::/48,2.0,1.0,1.0,1.0,0.0,2001:380::/32,4713
2001:3c80:b041::/48,0.0,1.0,0.0,2.0,0.0,2001:3c80:b041::/48,35819_25019
2001:400:ffff::/48,2.0,2.0,2.0,2.0,2.0,2001:400::/32,293
2001:4018:1400::/48,1.0,0.0,2.0,0.0,1.0,2001:4018::/32,9150
2001:40e8:31::/48,1.0,1.0,2.0,2.0,0.0,2001:40e8::/32,30798
2001:418:3ff::/48,19.0,0.0,14.0,0.0,14.0,2001:418::/32,2914
2001:41d0:129::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:20a::/48,1.0,1.0,2.0,1.0,0.0,2001:41d0::/32,16276
2001:41d0:20f::/48,1.0,1.0,2.0,1.0,0.0,2001:41d0::/32,16276
2001:41d0:239::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:244::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:247::/48,1.0,1.0,2.0,2.0,0.0,2001:41d0::/32,16276
2001:41d0:248::/48,1.0,1.0,2.0,2.0,1.0,2001:41d0::/32,16276
2001:41d0:24c::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:24d::/48,1.0,1.0,1.0,2.0,1.0,2001:41d0::/32,16276
2001:41d0:24e::/48,1.0,0.0,2.0,0.0,0.0,2001:41d0::/32,16276
2001:41d0:24f::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:253::/48,1.0,1.0,1.0,2.0,0.0,2001:41d0::/32,16276
2001:41d0:254::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:255::/48,1.0,1.0,2.0,2.0,1.0,2001:41d0::/32,16276
2001:41d0:259::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:25b::/48,1.0,1.0,2.0,1.0,0.0,2001:41d0::/32,16276
2001:41d0:25c::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:25f::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:261::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:263::/48,1.0,0.0,2.0,0.0,0.0,2001:41d0::/32,16276
2001:41d0:264::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:266::/48,1.0,1.0,1.0,2.0,1.0,2001:41d0::/32,16276
2001:41d0:268::/48,1.0,1.0,2.0,1.0,0.0,2001:41d0::/32,16276
2001:41d0:8::/48,1.0,0.0,2.0,0.0,1.0,2001:41d0::/32,16276
2001:41d0:9b::/48,1.0,1.0,2.0,1.0,0.0,2001:41d0::/32,16276
2001:41d0:aaaa::/48,11.0,2.0,1.0,2.0,0.0,2001:41d0::/32,16276
2001:41d0:b01::/48,1.0,0.0,1.0,0.0,2.0,2001:41d0::/32,16276
2001:41f0:11c1::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:506::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:6f64::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:70d5::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:73::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:7745::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:8027::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0:8000::/33,33915
2001:41f0:95::/48,1.0,0.0,2.0,0.0,0.0,2001:41f0::/33,33915
2001:41f0:ff00::/48,1.0,1.0,2.0,1.0,0.0,2001:41f0:8000::/33,33915
2001:4288:1328::/48,1.0,1.0,1.0,2.0,0.0,2001:4288:1328::/48,6713
2001:4288:300::/48,1.0,1.0,2.0,2.0,0.0,2001:4288::/32,6713
2001:428:101::/48,2.0,2.0,2.0,2.0,2.0,2001:428::/32,209
2001:428::/48,2.0,2.0,2.0,2.0,2.0,2001:428::/32,209
2001:43f8:6c0::/48,0.0,0.0,0.0,0.0,2.0,2001:43f8:6c0::/48,37495
2001:4420:601b::/48,0.0,0.0,0.0,0.0,2.0,2001:4420::/32,4782
2001:4420:601c::/48,0.0,0.0,0.0,0.0,2.0,2001:4420::/32,4782
2001:4478:fe00::/48,2.0,1.0,2.0,2.0,0.0,2001:4478::/32,4802
2001:44b8:1::/48,2.0,0.0,2.0,0.0,0.0,2001:44b8::/32,4739
2001:470:100::/48,10.0,7.0,3.0,3.0,3.0,2001:470::/32,6939
2001:470:158::/48,0.0,1.0,0.0,1.0,2.0,2001:470:158::/48,398922
2001:470:200::/48,10.0,7.0,3.0,3.0,3.0,2001:470::/32,6939
2001:470:20::/48,23.0,16.0,3.0,3.0,3.0,2001:470::/32,6939
2001:470:300::/48,11.0,8.0,3.0,3.0,3.0,2001:470::/32,6939
2001:470:3ae::/48,1.0,1.0,1.0,2.0,0.0,2001:470::/32,6939
2001:470:3c9::/48,1.0,1.0,1.0,3.0,0.0,2001:470::/32,6939
2001:470:400::/48,10.0,7.0,3.0,3.0,3.0,2001:470::/32,6939
2001:470:402::/48,1.0,1.0,2.0,1.0,0.0,2001:470::/32,6939
2001:470:434::/48,1.0,0.0,2.0,0.0,0.0,2001:470::/32,6939
2001:470:500::/48,11.0,8.0,3.0,3.0,3.0,2001:470::/32,6939
2001:4802:1900::/48,1.0,1.0,1.0,2.0,0.0,2001:4802::/32,27357
2001:4802:d::/48,1.0,0.0,2.0,0.0,1.0,2001:4802::/32,27357
2001:4830:6000::/48,2.0,0.0,2.0,0.0,1.0,2001:4830:6000::/48,61126
2001:4860:3::/48,32.0,0.0,18.0,0.0,0.0,2001:4860::/32,15169
2001:4860:4802::/48,33.0,0.0,0.0,0.0,5.0,2001:4860::/32,15169
2001:4860:4805::/48,3.0,0.0,3.0,0.0,2.0,2001:4860:4805::/48,43515
2001:4860:4806::/48,33.0,0.0,18.0,0.0,0.0,2001:4860::/32,15169
2001:4860:4812::/48,16.0,0.0,15.0,0.0,0.0,2001:4860::/32,15169
2001:4860:4860::/48,34.0,0.0,18.0,0.0,18.0,2001:4860::/32,15169
2001:4860:4864::/48,34.0,0.0,0.0,0.0,0.0,2001:4860:4864::/48,15169
2001:4860:6::/48,33.0,0.0,18.0,0.0,0.0,2001:4860::/32,15169
2001:4888:68::/48,1.0,1.0,2.0,1.0,0.0,2001:4888::/32,22394
2001:4888:8000::/48,0.0,0.0,0.0,0.0,2.0,2001:4888::/32,22394
2001:489a:4000::/48,0.0,0.0,0.0,0.0,2.0,2001:489a:4000::/35,8070
2001:489a:4002::/48,0.0,0.0,0.0,0.0,2.0,2001:489a:4000::/35,8070
2001:489a:4004::/48,0.0,0.0,0.0,0.0,2.0,2001:489a:4000::/35,8070
2001:489a:4006::/48,0.0,0.0,0.0,0.0,2.0,2001:489a:4000::/35,8070
2001:4968:302::/48,1.0,0.0,2.0,0.0,1.0,2001:4968::/32,30513
2001:4968:69::/48,1.0,1.0,2.0,1.0,0.0,2001:4968::/32,30513
2001:4978:10ae::/48,2.0,0.0,2.0,0.0,2.0,2001:4978:10ae::/48,19255
2001:4998:160::/48,19.0,14.0,11.0,11.0,12.0,2001:4998:160::/48,7280
2001:4998:170::/48,19.0,13.0,11.0,11.0,12.0,2001:4998:170::/48,10880
2001:4998:180::/48,19.0,14.0,11.0,11.0,11.0,2001:4998:180::/48,7280
2001:4998:1b0::/48,11.0,8.0,9.0,9.0,9.0,2001:4998:1b0::/48,10880
2001:4998:1c0::/48,12.0,8.0,8.0,8.0,8.0,2001:4998:1c0::/48,7280
2001:49f0:d0ed::/48,1.0,1.0,1.0,3.0,0.0,2001:49f0:d0ed::/48,30058
2001:49f8:40a::/48,1.0,1.0,2.0,2.0,0.0,2001:49f8:40a::/48,14230
2001:4:112::/48,0.0,0.0,0.0,0.0,10.0,2001:4:112::/48,112
2001:4b98:aaaa::/48,26.0,0.0,25.0,0.0,25.0,2001:4b98:aaaa::/48,209453
2001:4b98:aaab::/48,25.0,0.0,24.0,0.0,24.0,2001:4b98:aaab::/48,209453
2001:4b98:abcb::/48,1.0,0.0,2.0,0.0,2.0,2001:4b98:abcb::/48,209453
2001:4d50:10::/48,2.0,0.0,1.0,0.0,1.0,2001:4d50::/32,34309
2001:4d50:181::/48,7.0,6.0,7.0,7.0,0.0,2001:4d50::/32,34309
2001:4d50:f008::/48,1.0,0.0,2.0,0.0,0.0,2001:4d50::/32,34309
2001:4d78:fe06::/48,1.0,1.0,2.0,1.0,0.0,2001:4d78:fe06::/48,15830
2001:4d8f:2::/48,5.0,5.0,5.0,5.0,5.0,2001:4d8f::/32,41637
2001:4f8:b::/48,1.0,0.0,2.0,0.0,0.0,2001:4f8:b::/48,16509
2001:500:120::/48,9.0,0.0,11.0,0.0,11.0,2001:500:120::/48,10515_397197_396544_396549_396563_397204_397207_20362_396542_396550_396555_396599
2001:500:121::/48,9.0,0.0,10.0,0.0,12.0,2001:500:121::/48,36631_397200_396566_396576_22547_32651_396543_396567_396583_397203
2001:500:122::/48,7.0,0.0,10.0,0.0,8.0,2001:500:122::/48,19836_396574_36623_397201_25485_36625_397195_397206_397209
2001:500:123::/48,15.0,0.0,15.0,0.0,15.0,2001:500:123::/48,19836_36631_396566_396574_396576_397200_22547_36623_36625_396563_396567_397195_397197_397203
2001:500:124::/48,7.0,0.0,10.0,0.0,11.0,2001:500:124::/48,10515_397197_396544_396549_396563_397204_397207_20362_396542_396550_396555_396599
2001:500:125::/48,9.0,0.0,10.0,0.0,9.0,2001:500:125::/48,36631_397200_396566_396576_22547_32651_396543_396567_396583_397203
2001:500:126::/48,7.0,0.0,9.0,0.0,8.0,2001:500:126::/48,19836_396574_36623_397201_25485_36625_397195_397206_397209
2001:500:127::/48,12.0,0.0,16.0,0.0,16.0,2001:500:127::/48,19836_36631_396566_396574_396576_397200_22547_36623_36625_396563_396567_397195_397197_397203
2001:500:12::/48,3.0,0.0,5.0,0.0,5.0,2001:500:12::/48,5927
2001:500:14::/48,42.0,0.0,25.0,0.0,25.0,2001:500:14::/48,42
2001:500:16::/48,14.0,0.0,12.0,0.0,12.0,2001:500:16::/48,12041
2001:500:17::/48,11.0,0.0,10.0,0.0,10.0,2001:500:17::/48,12041
2001:500:18::/48,3.0,0.0,3.0,0.0,2.0,2001:500:18::/48,12041
2001:500:19::/48,3.0,0.0,3.0,0.0,3.0,2001:500:19::/48,12041
2001:500:1::/48,10.0,0.0,8.0,0.0,8.0,2001:500:1::/48,1508
2001:500:1a::/48,9.0,0.0,9.0,0.0,9.0,2001:500:1a::/48,12041
2001:500:1b::/48,7.0,0.0,7.0,0.0,6.0,2001:500:1b::/48,12041
2001:500:1c::/48,13.0,0.0,11.0,0.0,10.0,2001:500:1c::/48,12041
2001:500:1d::/48,14.0,0.0,12.0,0.0,11.0,2001:500:1d::/48,12041
2001:500:1e::/48,14.0,0.0,12.0,0.0,11.0,2001:500:1e::/48,12041
2001:500:200::/48,6.0,0.0,4.0,0.0,4.0,2001:500:200::/48,394353
2001:500:20::/48,11.0,0.0,11.0,0.0,9.0,2001:500:20::/48,12041
2001:500:21::/48,14.0,0.0,12.0,0.0,11.0,2001:500:21::/48,12041
2001:500:22::/48,2.0,0.0,2.0,0.0,2.0,2001:500:22::/48,12041
2001:500:23::/48,11.0,0.0,11.0,0.0,10.0,2001:500:23::/48,12041
2001:500:24::/48,11.0,0.0,10.0,0.0,9.0,2001:500:24::/48,12041
2001:500:25::/48,14.0,0.0,11.0,0.0,11.0,2001:500:25::/48,12041
2001:500:26::/48,14.0,0.0,12.0,0.0,12.0,2001:500:26::/48,12041
2001:500:27::/48,11.0,0.0,11.0,0.0,10.0,2001:500:27::/48,12041
2001:500:28::/48,17.0,0.0,14.0,0.0,13.0,2001:500:28::/48,12041
2001:500:29::/48,2.0,0.0,3.0,0.0,2.0,2001:500:29::/48,12041
2001:500:2::/48,9.0,0.0,9.0,0.0,9.0,2001:500:2::/48,2149
2001:500:2c::/48,4.0,0.0,3.0,0.0,4.0,2001:500:2c::/48,12041
2001:500:2d::/48,39.0,0.0,25.0,0.0,24.0,2001:500:2d::/48,10886
2001:500:2f::/48,44.0,0.0,26.0,0.0,0.0,2001:500:2f::/48,3557
2001:500:30ff::/48,11.0,0.0,11.0,0.0,0.0,2001:500:30ff::/48,19836_396566_396549_396563_396576_397200_397203_36623_396547_396567_397206
2001:500:3682::/48,19.0,4.0,16.0,4.0,16.0,2001:500:3682::/48,12008_397213_397239
2001:500:3::/48,16.0,0.0,10.0,0.0,10.0,2001:500:3::/48,20144
2001:500:40::/48,17.0,0.0,14.0,0.0,14.0,2001:500:40::/48,207266
2001:500:41::/48,17.0,0.0,14.0,0.0,14.0,2001:500:41::/48,207266
2001:500:42::/48,17.0,0.0,14.0,0.0,14.0,2001:500:42::/48,207266
2001:500:43::/48,17.0,0.0,14.0,0.0,14.0,2001:500:43::/48,207266
2001:500:44::/48,16.0,0.0,14.0,0.0,14.0,2001:500:44::/48,207266
2001:500:46::/48,17.0,0.0,14.0,0.0,14.0,2001:500:46::/48,207266
2001:500:47::/48,17.0,0.0,14.0,0.0,14.0,2001:500:47::/48,207266
2001:500:48::/48,17.0,0.0,14.0,0.0,14.0,2001:500:48::/48,207266
2001:500:49::/48,17.0,0.0,14.0,0.0,14.0,2001:500:49::/48,207266
2001:500:4a::/48,16.0,0.0,14.0,0.0,14.0,2001:500:4a::/48,207266
2001:500:4b::/48,17.0,0.0,14.0,0.0,14.0,2001:500:4b::/48,207266
2001:500:4c::/48,17.0,0.0,14.0,0.0,14.0,2001:500:4c::/48,207266
2001:500:4e::/48,17.0,0.0,14.0,0.0,14.0,2001:500:4e::/48,207266
2001:500:4f::/48,17.0,0.0,14.0,0.0,14.0,2001:500:4f::/48,207266
2001:500:50::/48,3.0,0.0,3.0,0.0,3.0,2001:500:50::/48,12041
2001:500:51::/48,2.0,0.0,2.0,0.0,2.0,2001:500:51::/48,12041
2001:500:52::/48,2.0,0.0,3.0,0.0,1.0,2001:500:52::/48,12041
2001:500:53::/48,14.0,0.0,11.0,0.0,11.0,2001:500:53::/48,12041
2001:500:54::/48,14.0,0.0,11.0,0.0,12.0,2001:500:54::/48,12041
2001:500:55::/48,11.0,0.0,11.0,0.0,10.0,2001:500:55::/48,12041
2001:500:7967::/48,11.0,0.0,13.0,0.0,0.0,2001:500:7967::/48,36631_397197_396544_396574_396606_397204_22547_36625_396583_397195_397209
2001:500:7d::/48,45.0,0.0,24.0,0.0,25.0,2001:500:7d::/48,42
2001:500:83::/48,41.0,0.0,25.0,0.0,25.0,2001:500:83::/48,42
2001:500:84::/48,6.0,0.0,5.0,0.0,4.0,2001:500:84::/48,394353
2001:500:856e::/48,8.0,0.0,13.0,0.0,13.0,2001:500:856e::/48,396574_10515_396549_396563_396606_397204_396540_396547_396555_397198_397201_397209
2001:500:86::/48,3.0,0.0,3.0,0.0,3.0,2001:500:86::/48,26710
2001:500:87::/48,3.0,0.0,3.0,0.0,3.0,2001:500:87::/48,26710
2001:500:88::/48,2.0,2.0,3.0,3.0,0.0,2001:500:88::/48,16876_40528
2001:500:89::/48,2.0,0.0,2.0,0.0,2.0,2001:500:89::/48,26710
2001:500:8d::/48,2.0,0.0,2.0,0.0,2.0,2001:500:8d::/48,26710
2001:500:8e::/48,3.0,0.0,4.0,0.0,3.0,2001:500:8e::/48,12041
2001:500:8f::/48,2.0,0.0,2.0,0.0,2.0,2001:500:8f::/48,26710
2001:500:9f::/48,17.0,0.0,10.0,0.0,10.0,2001:500:9f::/48,20144
2001:500:a0::/48,12.0,0.0,10.0,0.0,10.0,2001:500:a0::/48,12041
2001:500:a1::/48,12.0,0.0,11.0,0.0,11.0,2001:500:a1::/48,12041
2001:500:a2::/48,11.0,0.0,10.0,0.0,10.0,2001:500:a2::/48,12041
2001:500:a3::/48,15.0,0.0,14.0,0.0,13.0,2001:500:a3::/48,12041
2001:500:a4::/48,17.0,0.0,14.0,0.0,14.0,2001:500:a4::/48,207266
2001:500:a5::/48,17.0,0.0,14.0,0.0,14.0,2001:500:a5::/48,207266
2001:500:a7::/48,10.0,0.0,8.0,0.0,8.0,2001:500:a7::/48,55195
2001:500:a8::/48,35.0,0.0,14.0,0.0,0.0,2001:500:a8::/48,21556
2001:500:b::/48,11.0,0.0,10.0,0.0,10.0,2001:500:b::/48,12041
2001:500:c0::/48,13.0,0.0,11.0,0.0,11.0,2001:500:c0::/48,12041
2001:500:c1::/48,14.0,0.0,12.0,0.0,12.0,2001:500:c1::/48,12041
2001:500:c::/48,14.0,0.0,11.0,0.0,12.0,2001:500:c::/48,12041
2001:500:d0::/48,11.0,0.0,10.0,0.0,10.0,2001:500:d0::/48,12041
2001:500:d1::/48,17.0,0.0,14.0,0.0,13.0,2001:500:d1::/48,12041
2001:500:d937::/48,6.0,0.0,9.0,0.0,8.0,2001:500:d937::/48,19836_22547_36623_396566_396576_397200_396550_397193_397195
2001:500:d::/48,14.0,0.0,12.0,0.0,11.0,2001:500:d::/48,12041
2001:500:e0::/48,17.0,0.0,14.0,0.0,14.0,2001:500:e0::/48,207266
2001:500:e1::/48,17.0,0.0,14.0,0.0,14.0,2001:500:e1::/48,207266
2001:500:e::/48,14.0,0.0,11.0,0.0,11.0,2001:500:e::/48,12041
2001:500:f0::/48,2.0,2.0,3.0,3.0,3.0,2001:500:f0::/48,53535
2001:500:f::/48,19.0,0.0,16.0,0.0,15.0,2001:500:f::/48,12041
2001:501:8a29::/48,9.0,0.0,12.0,0.0,0.0,2001:501:8a29::/48,19836_396566_396549_396563_396576_397200_397203_36623_396547_396567_397206
2001:501:b1f9::/48,4.0,0.0,7.0,0.0,7.0,2001:501:b1f9::/48,19836_22547_36623_396566_396576_397200_396550_397193_397195
2001:502:100e::/48,19.0,4.0,16.0,4.0,16.0,2001:502:100e::/48,12008_397213_397239
2001:502:1ca1::/48,8.0,0.0,12.0,0.0,12.0,2001:502:1ca1::/48,396574_10515_396549_396563_396606_397204_396540_396547_396555_397198_397201_397209
2001:502:2eda::/48,21.0,4.0,17.0,4.0,17.0,2001:502:2eda::/48,12008_397213
2001:502:4612::/48,18.0,4.0,15.0,4.0,15.0,2001:502:4612::/48,12008_397213_397239
2001:502:7094::/48,9.0,0.0,7.0,0.0,9.0,2001:502:7094::/48,19836_22547_36623_396566_396576_397200_396550_397193_397195
