prefix,GCD_ICMPv6,GCD_TCPv6,AB_ICMPv6,AB_TCPv6,AB_DNSv6,backing_prefix,ASN
2a05:7880:1b0::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b1::/48,47.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1b2::/48,46.0,27.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b3::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b4::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1b5::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b6::/48,45.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1b7::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b8::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1b9::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1ba::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1bb::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1bc::/48,47.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1bd::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1be::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1bf::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c00::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c0::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c1::/48,47.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c2::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c3::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c4::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c5::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c6::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1c7::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c8::/48,46.0,27.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c9::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1c::/48,45.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1ca::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1cb::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1cc::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1cd::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1ce::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1cf::/48,47.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1d0::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d1::/48,45.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d2::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d3::/48,45.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1d4::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1d5::/48,47.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1d6::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d7::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d8::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d9::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1d::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1da::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1db::/48,45.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1dc::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1dd::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1de::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1df::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e1::/48,45.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e2::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1e3::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e4::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e5::/48,45.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e6::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e7::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e8::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1e9::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1ea::/48,47.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1eb::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1ec::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1ed::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1ee::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1ef::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f0::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f15::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f2::/48,47.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1f3::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f4::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1f5::/48,47.0,8.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1f6::/48,45.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f7::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1f8::/48,46.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1f9::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1f::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1fa::/48,44.0,30.0,28.0,27.0,0.0,2a05:7880::/32,209242
2a05:7880:1fb::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1fc::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1fd::/48,45.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:1fe::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:1ff::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:200::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:201::/48,45.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:202::/48,44.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:204::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:205::/48,43.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:206::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:207::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:208::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:209::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:20::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:20a::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:20b::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:20c::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:20d::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:20e::/48,45.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:20f::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:210::/48,46.0,27.0,29.0,27.0,0.0,2a05:7880::/32,209242
2a05:7880:211::/48,47.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:212::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:213::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:214::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:215::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:216::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:217::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:218::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:219::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:21::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:21a::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:21b::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:21c::/48,44.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:21d::/48,45.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:21e::/48,45.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:21f::/48,46.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:220::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:221::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:222::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:223::/48,47.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:224::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:225::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:226::/48,44.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:227::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:228::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:229::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:22::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:22a::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:22b::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:22c::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:22d::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:22e::/48,44.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:22f::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:230::/48,45.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:231::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:232::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:233::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:234::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:235::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:236::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:237::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:238::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:239::/48,45.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:23::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:23a::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:23b::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:23c::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:23d::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:23e::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:23f::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:240::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:241::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:242::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:243::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:244::/48,47.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:245::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:246::/48,47.0,27.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:247::/48,46.0,27.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:248::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:249::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:24::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:24a::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:24b::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:24c::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:24d::/48,45.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:24e::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:24f::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:250::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:251::/48,47.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:252::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:253::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:254::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:255::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:256::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:257::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:258::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:259::/48,47.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:25::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:25a::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:25b::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:25c::/48,47.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:25e::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:25f::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:260::/48,47.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:261::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:262::/48,46.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:263::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:264::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:265::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:266::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:267::/48,47.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:268::/48,45.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:269::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:26::/48,46.0,29.0,27.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:26a::/48,46.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:26b::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:26d::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:26e::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:26f::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:270::/48,45.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:271::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:272::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:273::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:274::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:275::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:275a::/48,45.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:276::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:277::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:279::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:27::/48,45.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:27a::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:27b::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:27c::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:27cb::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:27d::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:27e::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:27f::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:280::/48,44.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:281::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:282::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:283::/48,46.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:284::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:285::/48,47.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:286::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:287::/48,45.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:288::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:289::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:28::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:28a::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:28b::/48,44.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:28c::/48,45.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:28d::/48,45.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:28e::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:28f::/48,47.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:290::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:291::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:292::/48,46.0,27.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:293::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:294::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:295::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:296::/48,45.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:297::/48,45.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:298::/48,45.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:299::/48,47.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:29::/48,45.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:29a::/48,47.0,25.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:29b::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:29d::/48,45.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:29e::/48,47.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:29f::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a0::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a1::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a2::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a3::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a4::/48,46.0,28.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2a5::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2a6::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2a7::/48,45.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a8::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a9::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2a::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2aa::/48,47.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2ac::/48,44.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2ad::/48,47.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2ae::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2af::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b0::/48,45.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b1::/48,45.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b2::/48,45.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2b3::/48,47.0,30.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b4::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2b5::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b6::/48,45.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2b7::/48,46.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2b8::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2b9::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2b::/48,47.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2ba::/48,47.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2bb::/48,45.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2bc::/48,46.0,27.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2bd::/48,46.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2be::/48,46.0,28.0,29.0,27.0,0.0,2a05:7880::/32,209242
2a05:7880:2bf::/48,46.0,30.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c0::/48,47.0,28.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2c1::/48,46.0,27.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2c2::/48,47.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c3::/48,46.0,30.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2c4::/48,46.0,29.0,29.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2c5::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c6::/48,46.0,29.0,28.0,28.0,0.0,2a05:7880::/32,209242
2a05:7880:2c7::/48,47.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c8::/48,47.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c9::/48,46.0,28.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2c::/48,47.0,30.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2ca::/48,46.0,28.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2cc::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2cd::/48,45.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2ce::/48,46.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2cf::/48,46.0,29.0,29.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2d0::/48,47.0,29.0,28.0,29.0,0.0,2a05:7880::/32,209242
2a05:7880:2d1::/48,46.0,27.0,28.0,29.0,0.0,2a05:7880::/32,209242
