prefix,number_of_sites,backing_prefix
2610:a1:3141::/48,10,2610:a1:3100::/40
2610:a1:3142::/48,10,2610:a1:3100::/40
2610:a1:3143::/48,10,2610:a1:3100::/40
2610:a1:3144::/48,10,2610:a1:3100::/40
2610:a1:3145::/48,10,2610:a1:3100::/40
2610:a1:3146::/48,10,2610:a1:3100::/40
2610:a1:3147::/48,10,2610:a1:3100::/40
2610:a1:3148::/48,10,2610:a1:3100::/40
2610:a1:3149::/48,10,2610:a1:3100::/40
2610:a1:314a::/48,10,2610:a1:3100::/40
2610:a1:314b::/48,10,2610:a1:3100::/40
2610:a1:314c::/48,10,2610:a1:3100::/40
2610:a1:314d::/48,10,2610:a1:3100::/40
2610:a1:314e::/48,10,2610:a1:3100::/40
2610:a1:314f::/48,10,2610:a1:3100::/40
2610:a1:3150::/48,10,2610:a1:3100::/40
2610:a1:3151::/48,10,2610:a1:3100::/40
2610:a1:3152::/48,10,2610:a1:3100::/40
2610:a1:3153::/48,10,2610:a1:3100::/40
2610:a1:3154::/48,10,2610:a1:3100::/40
2610:a1:3155::/48,10,2610:a1:3100::/40
2610:a1:3156::/48,10,2610:a1:3100::/40
2610:a1:3157::/48,10,2610:a1:3100::/40
2610:a1:3158::/48,10,2610:a1:3100::/40
2610:a1:3159::/48,10,2610:a1:3100::/40
2610:a1:315a::/48,10,2610:a1:3100::/40
2610:a1:315b::/48,10,2610:a1:3100::/40
2610:a1:315c::/48,10,2610:a1:3100::/40
2610:a1:315d::/48,10,2610:a1:3100::/40
2610:a1:315e::/48,10,2610:a1:3100::/40
2610:a1:315f::/48,10,2610:a1:3100::/40
2610:a1:3160::/48,10,2610:a1:3100::/40
2610:a1:3161::/48,10,2610:a1:3100::/40
2610:a1:3162::/48,10,2610:a1:3100::/40
2610:a1:3163::/48,10,2610:a1:3100::/40
2610:a1:3165::/48,10,2610:a1:3100::/40
2610:a1:3168::/48,10,2610:a1:3100::/40
2610:a1:3169::/48,10,2610:a1:3100::/40
2610:a1:316a::/48,10,2610:a1:3100::/40
2610:a1:316b::/48,10,2610:a1:3100::/40
2610:a1:316d::/48,10,2610:a1:3100::/40
2610:a1:3170::/48,10,2610:a1:3100::/40
2610:a1:3180::/48,10,2610:a1:3100::/40
2610:a1:3182::/48,10,2610:a1:3100::/40
2610:a1:3183::/48,10,2610:a1:3100::/40
2610:a1:31d1::/48,10,2610:a1:3100::/40
2610:a1:31d2::/48,10,2610:a1:3100::/40
2610:a1:3201::/48,10,2610:a1:3200::/40
2610:a1:3203::/48,10,2610:a1:3200::/40
2610:a1:3204::/48,10,2610:a1:3200::/40
2610:a1:3206::/48,10,2610:a1:3200::/40
2610:a1:3207::/48,10,2610:a1:3200::/40
2610:a1:3208::/48,10,2610:a1:3200::/40
2610:a1:3209::/48,10,2610:a1:3200::/40
2610:a1:320a::/48,10,2610:a1:3200::/40
2610:a1:320b::/48,10,2610:a1:3200::/40
2610:a1:320c::/48,10,2610:a1:3200::/40
2610:a1:320d::/48,10,2610:a1:3200::/40
2610:a1:320e::/48,10,2610:a1:3200::/40
2610:a1:320f::/48,10,2610:a1:3200::/40
2610:a1:3210::/48,10,2610:a1:3200::/40
2610:a1:3211::/48,10,2610:a1:3200::/40
2610:a1:3212::/48,10,2610:a1:3200::/40
2610:a1:3214::/48,10,2610:a1:3200::/40
2610:a1:321e::/48,10,2610:a1:3200::/40
2610:a1:3220::/48,10,2610:a1:3200::/40
2610:a1:3221::/48,10,2610:a1:3200::/40
2610:a1:3222::/48,10,2610:a1:3200::/40
2610:a1:3223::/48,10,2610:a1:3200::/40
2610:a1:3224::/48,10,2610:a1:3200::/40
2610:a1:3225::/48,10,2610:a1:3200::/40
2610:a1:3226::/48,10,2610:a1:3200::/40
2610:a1:3227::/48,10,2610:a1:3200::/40
2610:a1:3229::/48,10,2610:a1:3200::/40
2610:a1:322a::/48,10,2610:a1:3200::/40
2610:a1:322b::/48,10,2610:a1:3200::/40
2610:a1:322c::/48,10,2610:a1:3200::/40
2610:a1:322d::/48,10,2610:a1:3200::/40
2610:a1:322e::/48,10,2610:a1:3200::/40
2610:a1:322f::/48,10,2610:a1:3200::/40
2610:a1:3230::/48,10,2610:a1:3200::/40
2610:a1:3231::/48,10,2610:a1:3200::/40
2610:a1:3232::/48,10,2610:a1:3200::/40
2610:a1:3234::/48,10,2610:a1:3200::/40
2610:a1:3235::/48,10,2610:a1:3200::/40
2610:a1:3236::/48,10,2610:a1:3200::/40
2610:a1:3237::/48,10,2610:a1:3200::/40
2610:a1:3238::/48,10,2610:a1:3200::/40
2610:a1:323a::/48,10,2610:a1:3200::/40
2610:a1:323b::/48,10,2610:a1:3200::/40
2610:a1:323c::/48,10,2610:a1:3200::/40
2610:a1:323d::/48,10,2610:a1:3200::/40
2610:a1:323e::/48,10,2610:a1:3200::/40
2610:a1:323f::/48,10,2610:a1:3200::/40
2610:a1:3240::/48,10,2610:a1:3200::/40
2610:a1:3241::/48,10,2610:a1:3200::/40
2610:a1:3243::/48,10,2610:a1:3200::/40
2610:a1:3244::/48,10,2610:a1:3200::/40
2610:a1:3246::/48,10,2610:a1:3200::/40
2610:a1:3247::/48,10,2610:a1:3200::/40
2610:a1:3248::/48,10,2610:a1:3200::/40
2610:a1:3249::/48,10,2610:a1:3200::/40
2610:a1:324a::/48,10,2610:a1:3200::/40
2610:a1:324b::/48,10,2610:a1:3200::/40
2610:a1:324e::/48,10,2610:a1:3200::/40
2610:a1:324f::/48,10,2610:a1:3200::/40
2610:a1:3250::/48,10,2610:a1:3200::/40
2610:a1:3251::/48,10,2610:a1:3200::/40
2610:a1:3252::/48,10,2610:a1:3200::/40
2610:a1:3255::/48,10,2610:a1:3200::/40
2610:a1:3256::/48,10,2610:a1:3200::/40
2610:a1:3257::/48,10,2610:a1:3200::/40
2610:a1:3258::/48,10,2610:a1:3200::/40
2610:a1:3259::/48,10,2610:a1:3200::/40
2610:a1:325a::/48,10,2610:a1:3200::/40
2610:a1:325b::/48,10,2610:a1:3200::/40
2610:a1:325c::/48,10,2610:a1:3200::/40
2610:a1:325d::/48,10,2610:a1:3200::/40
2610:a1:325e::/48,10,2610:a1:3200::/40
2610:a1:325f::/48,10,2610:a1:3200::/40
2610:a1:3260::/48,10,2610:a1:3200::/40
2610:a1:3261::/48,10,2610:a1:3200::/40
2610:a1:3262::/48,10,2610:a1:3200::/40
2610:a1:3263::/48,10,2610:a1:3200::/40
2610:a1:3265::/48,10,2610:a1:3200::/40
2610:a1:3268::/48,10,2610:a1:3200::/40
2610:a1:3269::/48,10,2610:a1:3200::/40
2610:a1:326a::/48,10,2610:a1:3200::/40
2610:a1:326b::/48,10,2610:a1:3200::/40
2610:a1:326d::/48,10,2610:a1:3200::/40
2610:a1:3270::/48,10,2610:a1:3200::/40
2610:a1:3280::/48,10,2610:a1:3200::/40
2610:a1:3282::/48,10,2610:a1:3200::/40
2610:a1:3283::/48,10,2610:a1:3200::/40
2610:a1:32d1::/48,10,2610:a1:3200::/40
2610:a1:32d2::/48,10,2610:a1:3200::/40
2620:0:2900::/48,2,2620:0:2900::/48
2620:0:2e61::/48,24,2620:0:2e61::/48
2620:0:2e64::/48,37,2620:0:2e64::/48
2620:0:5050::/48,15,2620:0:5050::/48
2620:0:890::/48,32,2620:0:890::/48
2620:0:ccc::/48,31,2620:0:ccc::/48
2620:0:ccd::/48,31,2620:0:ccd::/48
2620:100:403e::/48,44,2620:100:403e::/47
2620:100:403f::/48,44,2620:100:403e::/47
2620:100:6040::/48,20,2620:100:6040::/48
2620:109:c002::/48,2,2620:109:c002::/48
2620:10a:8053::/48,9,2620:10a:8053::/48
2620:10a:8054::/48,2,2620:10a:8054::/48
2620:10a:8055::/48,2,2620:10a:8055::/48
2620:10a:80a8::/48,6,2620:10a:80a8::/48
2620:10a:80a9::/48,5,2620:10a:80a9::/48
2620:10a:80aa::/48,10,2620:10a:80aa::/48
2620:10a:80ab::/48,9,2620:10a:80ab::/48
2620:10a:80ac::/48,17,2620:10a:80ac::/48
2620:10a:80bb::/48,2,2620:10a:80bb::/48
2620:10a:80bc::/48,2,2620:10a:80bc::/48
2620:10a:80eb::/48,6,2620:10a:80eb::/48
2620:10a:80ec::/48,5,2620:10a:80ec::/48
2620:111:8005::/48,15,2620:111:8005::/48
2620:111:8007::/48,15,2620:111:8007::/48
2620:111:800a::/48,7,2620:111:800a::/48
2620:111:800b::/48,7,2620:111:800b::/48
2620:111:800c::/48,7,2620:111:800c::/48
2620:111:800d::/48,7,2620:111:800d::/48
2620:115:c00f::/48,25,2620:115:c00f::/48
2620:117:bfb0::/48,43,2620:117:bfb0::/44
2620:117:bff0::/48,33,2620:117:bff0::/44
2620:119:17::/48,10,2620:119:17::/48
2620:119:30::/48,30,2620:119:30::/48
2620:119:35::/48,31,2620:119:35::/48
2620:119:53::/48,31,2620:119:53::/48
2620:119:76::/48,10,2620:119:76::/48
2620:119:fc::/48,28,2620:119:fc::/48
2620:11a:c004::/48,31,2620:11a:c004::/48
2620:127:f00a::/48,32,2620:127:f00a::/47
2620:127:f00e::/48,44,2620:127:f00e::/48
2620:127:f00f::/48,43,2620:127:f00f::/48
2620:129:6000::/48,8,2620:129:6000::/48
2620:12a:8000::/48,32,2620:12a:8000::/44
2620:12a:8001::/48,33,2620:12a:8000::/44
2620:12a:8002::/48,32,2620:12a:8000::/44
2620:12a:8003::/48,32,2620:12a:8000::/44
2620:12a:8004::/48,33,2620:12a:8000::/44
2620:12a:8005::/48,33,2620:12a:8000::/44
2620:12a:8007::/48,32,2620:12a:8000::/44
2620:12a:8008::/48,32,2620:12a:8000::/44
2620:12a:8009::/48,33,2620:12a:8000::/44
2620:12a:800a::/48,33,2620:12a:8000::/44
2620:12a:800b::/48,33,2620:12a:8000::/44
2620:12a:800c::/48,32,2620:12a:8000::/44
2620:12a:800d::/48,31,2620:12a:8000::/44
2620:12a:800f::/48,33,2620:12a:8000::/44
2620:12c:90af::/48,43,2620:12c:90af::/48
2620:12f:c00a::/48,42,2620:12f:c00a::/48
2620:12f:c00c::/48,3,2620:12f:c00c::/48
2620:132:1000::/48,42,2620:132:1000::/48
2620:136:a005::/48,42,2620:136:a005::/48
2620:138:30fe::/48,4,2620:138:30fe::/48
2620:138:30ff::/48,3,2620:138:30ff::/48
2620:149:ae0::/48,23,2620:149:ae0::/48
2620:149:ae1::/48,25,2620:149:ae1::/48
2620:149:ae6::/48,24,2620:149:ae6::/48
2620:149:ae7::/48,23,2620:149:ae7::/48
2620:149:af0::/48,29,2620:149:af0::/48
2620:149:af1::/48,25,2620:149:af1::/48
2620:149:af6::/48,25,2620:149:af6::/48
2620:171:800::/48,38,2620:171:800::/48
2620:171:801::/48,39,2620:171:801::/48
2620:171:802::/48,39,2620:171:802::/48
2620:171:803::/48,39,2620:171:803::/48
2620:171:804::/48,39,2620:171:804::/48
2620:171:805::/48,38,2620:171:805::/48
2620:171:806::/48,39,2620:171:806::/48
2620:171:807::/48,39,2620:171:807::/48
2620:171:808::/48,39,2620:171:808::/48
2620:171:809::/48,25,2620:171:809::/48
2620:171:80a::/48,25,2620:171:80a::/48
2620:171:80b::/48,12,2620:171:80b::/48
2620:171:80c::/48,36,2620:171:80c::/48
2620:171:80d::/48,36,2620:171:80d::/48
2620:171:810::/48,7,2620:171:810::/48
2620:171:811::/48,25,2620:171:811::/48
2620:171:812::/48,29,2620:171:812::/48
2620:171:813::/48,29,2620:171:813::/48
2620:171:a00::/48,37,2620:171:a00::/48
2620:171:a01::/48,37,2620:171:a01::/48
2620:171:a02::/48,37,2620:171:a02::/48
2620:171:a03::/48,36,2620:171:a03::/48
2620:171:a04::/48,36,2620:171:a04::/48
2620:171:a05::/48,37,2620:171:a05::/48
2620:171:a06::/48,36,2620:171:a06::/48
2620:171:a07::/48,36,2620:171:a07::/48
2620:171:a08::/48,37,2620:171:a08::/48
2620:171:a09::/48,37,2620:171:a09::/48
2620:171:a0a::/48,37,2620:171:a0a::/48
2620:171:a0b::/48,36,2620:171:a0b::/48
2620:171:a0c::/48,37,2620:171:a0c::/48
2620:171:a0d::/48,37,2620:171:a0d::/48
2620:171:a0e::/48,37,2620:171:a0e::/48
2620:171:a0f::/48,37,2620:171:a0f::/48
2620:171:c00::/48,11,2620:171:c00::/48
2620:171:c01::/48,11,2620:171:c01::/48
2620:171:d01::/48,35,2620:171:d01::/48
2620:171:d02::/48,35,2620:171:d02::/48
2620:171:d03::/48,35,2620:171:d03::/48
2620:171:f00::/48,10,2620:171:f00::/48
2620:1d0:5a::/48,19,2620:1d0:5a::/48
2620:1d0:5b::/48,21,2620:1d0:5b::/48
2620:1d0:5c::/48,18,2620:1d0:5c::/48
2620:1d0:5d::/48,19,2620:1d0:5d::/48
2620:1d0:5e::/48,19,2620:1d0:5e::/48
2620:1d0:5f::/48,19,2620:1d0:5f::/48
2620:1ec:12::/48,33,2620:1ec:12::/48
2620:1ec:13::/48,9,2620:1ec:13::/48
2620:1ec:1d::/48,8,2620:1ec:1d::/48
2620:1ec:21::/48,33,2620:1ec:21::/48
2620:1ec:22::/48,8,2620:1ec:22::/48
2620:1ec:23::/48,4,2620:1ec:23::/48
2620:1ec:24::/48,2,2620:1ec:24::/48
2620:1ec:25::/48,26,2620:1ec:25::/48
2620:1ec:28::/48,10,2620:1ec:28::/48
2620:1ec:29::/48,12,2620:1ec::/36
2620:1ec:32::/48,4,2620:1ec::/36
2620:1ec:33::/48,37,2620:1ec::/36
2620:1ec:34::/48,18,2620:1ec:34::/48
2620:1ec:40::/48,12,2620:1ec::/36
2620:1ec:42::/48,32,2620:1ec:42::/48
2620:1ec:43::/48,10,2620:1ec:43::/48
2620:1ec:44::/48,29,2620:1ec:44::/48
2620:1ec:45::/48,9,2620:1ec:45::/48
2620:1ec:46::/48,24,2620:1ec::/36
2620:1ec:47::/48,24,2620:1ec::/36
2620:1ec:48::/48,13,2620:1ec::/36
2620:1ec:49::/48,12,2620:1ec::/36
2620:1ec:4::/48,9,2620:1ec:4::/48
2620:1ec:4a::/48,20,2620:1ec::/36
2620:1ec:4b::/48,20,2620:1ec::/36
2620:1ec:50::/48,38,2620:1ec::/36
2620:1ec:51::/48,10,2620:1ec::/36
2620:1ec:5::/48,6,2620:1ec:5::/48
2620:1ec:6::/48,32,2620:1ec:6::/48
2620:1ec:7::/48,9,2620:1ec:7::/48
2620:1ec:8f0::/48,12,2620:1ec:8f0::/48
2620:1ec:8f8::/48,33,2620:1ec::/36
2620:1ec:8f9::/48,12,2620:1ec:8f9::/48
2620:1ec:8fa::/48,34,2620:1ec::/36
2620:1ec:8fb::/48,12,2620:1ec:8fb::/48
2620:1ec:8fc::/48,11,2620:1ec:8fc::/48
2620:1ec:900::/48,9,2620:1ec:900::/48
2620:1ec:908::/48,9,2620:1ec::/36
2620:1ec:909::/48,8,2620:1ec:909::/48
2620:1ec:90c::/48,9,2620:1ec:90c::/48
2620:1ec:910::/48,9,2620:1ec::/36
2620:1ec:911::/48,8,2620:1ec:911::/48
2620:1ec:a92::/48,19,2620:1ec:a92::/48
2620:1ec:a::/48,6,2620:1ec:a::/48
2620:1ec:b::/48,4,2620:1ec:b::/48
2620:1ec:bdf::/48,24,2620:1ec::/36
2620:1ec:c11::/48,35,2620:1ec:c11::/48
2620:1ec:c::/48,28,2620:1ec:c::/48
2620:1ec:d::/48,9,2620:1ec:d::/48
2620:1f7:c010::/48,43,2620:1f7:c010::/48
2620:1f:8000::/48,14,2620:1f:8000::/48
2620:1f:8002::/48,14,2620:1f:8002::/48
2620:1f:8004::/48,14,2620:1f:8004::/48
2620:1f:8006::/48,14,2620:1f:8006::/48
2620:28:c000::/48,2,2620:28:c000::/48
2620:2:6000::/48,11,2620:2:6000::/44
2620:32::/48,7,2620:32::/48
2620:37:e000::/48,3,2620:37:e000::/48
2620:38:2000::/48,3,2620:38:2000::/48
2620:49:1::/48,4,2620:49:1::/48
2620:49:2::/48,2,2620:49:2::/48
2620:49:3::/48,6,2620:49:3::/48
2620:49:4::/48,12,2620:49:4::/48
2620:4d:4000::/48,20,2620:4d:4000::/48
2620:4f:8000::/48,20,2620:4f:8000::/48
2620:57:4001::/48,22,2620:57:4001::/48
2620:57:4002::/48,22,2620:57:4002::/48
2620:6:200a::/48,5,2620:6:2000::/44
2620:6e:a003::/48,6,2620:6e:a003::/48
2620:6e:a007::/48,6,2620:6e:a007::/48
2620:74:1b::/48,18,2620:74:1b::/48
2620:74:1c::/48,17,2620:74:1c::/48
2620:74:20::/48,10,2620:74:20::/48
2620:74:21::/48,10,2620:74:21::/48
2620:74:2a::/48,4,2620:74:2a::/48
2620:74:2b::/48,5,2620:74:2b::/48
2620:74:2c::/48,6,2620:74:2c::/48
2620:78:200f::/48,43,2620:78:200f::/48
2620:7d:e000::/48,7,2620:7d:e000::/48
2620:82:6000::/48,6,2620:82:6000::/48
2620:95:4001::/48,27,2620:95:4001::/48
2620:95:4002::/48,27,2620:95:4002::/48
2620:9c:2000::/48,3,2620:9c:2000::/48
2620:cb:2000::/48,43,2620:cb:2000::/48
2620:d7:6000::/48,3,2620:d7:6000::/48
2620:fe::/48,38,2620:fe::/48
2800:110:10::/48,39,2800:110:10::/48
2801:140:10::/48,39,2801:140:10::/48
2801:140:dddd::/48,2,2801:140:dddd::/48
2801:140:eeee::/48,2,2801:140:eeee::/48
2801:14:a000::/48,6,2801:14:a000::/48
2801:1b8:10::/48,6,2801:1b8:10::/48
2801:c4:c0::/48,36,2801:c4:c0::/44
2803:ad80:aa1::/48,21,2803:ad80:aa1::/48
2803:f800:50::/48,45,2803:f800:50::/45
2803:f800:51::/48,45,2803:f800:50::/45
2803:f800:52::/48,25,2803:f800:52::/48
2803:f800:53::/48,46,2803:f800:50::/45
2803:f800:54::/48,45,2803:f800:50::/45
2803:f800:57::/48,5,2803:f800:57::/48
2804:1bc:ff90::/48,17,2804:1bc:ff90::/48
2804:1bc:ff91::/48,17,2804:1bc:ff91::/48
2804:1bc:ff92::/48,17,2804:1bc:ff92::/48
2804:1ca4:8000::/48,2,2804:1ca4:8000::/48
2804:1ca4:8080::/48,2,2804:1ca4:8080::/48
2804:218:7000::/48,2,2804:218:7000::/48
2804:218:7001::/48,2,2804:218:7001::/48
2804:218:7002::/48,2,2804:218:7002::/48
2a00:11c0:1010::/48,22,2a00:11c0:1010::/48
2a00:11c0:11c0::/48,5,2a00:11c0:11c0::/48
2a00:11c0:22::/48,2,2a00:11c0:22::/48
2a00:11c0:3d::/48,7,2a00:11c0:3d::/48
2a00:11c0:aa1::/48,22,2a00:11c0:aa1::/48
2a00:1630:5200::/48,5,2a00:1630:5200::/48
2a00:1a28:1400::/48,3,2a00:1a28::/32
2a00:1a28::/48,2,2a00:1a28::/32
2a00:1c3e:96::/48,10,2a00:1c3e:96::/47
2a00:1c3e:98::/48,11,2a00:1c3e:98::/47
2a00:1c50:94::/48,43,2a00:1c50:94::/48
2a00:86c0:2008::/48,26,2a00:86c0:2008::/48
2a00:86c0:2009::/48,27,2a00:86c0:2009::/48
2a00:86c0:2040::/48,26,2a00:86c0:2040::/48
2a00:86c0:2041::/48,27,2a00:86c0:2041::/48
2a00:86c0:2042::/48,26,2a00:86c0:2042::/48
2a00:86c0:2043::/48,26,2a00:86c0:2043::/48
2a00:86c0:2090::/48,26,2a00:86c0:2090::/48
2a00:86c0:2091::/48,27,2a00:86c0:2091::/48
2a00:a900:6afe::/48,4,2a00:a900:6afe::/48
2a00:a900:8afe::/48,7,2a00:a900:8afe::/48
2a00:b703:fff2::/48,2,2a00:b703:fff2::/48
2a00:edc0:107::/48,20,2a00:edc0:107::/48
2a00:edc0:6259::/48,20,2a00:edc0:6259::/48
2a00:fd80:aaaa::/48,2,2a00:fd80:aaaa::/48
2a00:fea0:dead::/48,24,2a00:fea0::/32
2a01:111:2003::/48,30,2a01:111:2003::/48
2a01:111:202c::/48,10,2a01:111:202c::/48
2a01:111:202e::/48,4,2a01:111:202e::/48
2a01:111:4004::/48,26,2a01:111:4004::/48
2a01:298:fd::/48,3,2a01:298:fd::/48
2a01:2c0:23db::/48,3,2a01:2c0:23db::/48
2a01:3f1:1::/48,4,2a01:3f1::/38
2a01:3f1:3001::/48,13,2a01:3f1:3000::/38
2a01:3f1:3032::/48,13,2a01:3f1:3000::/38
2a01:3f1:3033::/48,13,2a01:3f1:3000::/38
2a01:3f1:3034::/48,13,2a01:3f1:3000::/38
2a01:3f1:3035::/48,13,2a01:3f1:3000::/38
2a01:3f1:3036::/48,13,2a01:3f1:3000::/38
2a01:3f1:3038::/48,13,2a01:3f1:3000::/38
2a01:3f1:3047::/48,13,2a01:3f1:3000::/38
2a01:3f1:3048::/48,13,2a01:3f1:3000::/38
2a01:3f1:3049::/48,13,2a01:3f1:3000::/38
2a01:3f1:3050::/48,13,2a01:3f1:3000::/38
2a01:3f1:3051::/48,13,2a01:3f1:3000::/38
2a01:3f1:3052::/48,13,2a01:3f1:3000::/38
2a01:3f1:3053::/48,13,2a01:3f1:3000::/38
2a01:3f1:3054::/48,13,2a01:3f1:3000::/38
2a01:3f1:3055::/48,13,2a01:3f1:3000::/38
2a01:3f1:3056::/48,13,2a01:3f1:3000::/38
2a01:3f1:3057::/48,13,2a01:3f1:3000::/38
2a01:3f1:3058::/48,13,2a01:3f1:3000::/38
2a01:3f1:3059::/48,13,2a01:3f1:3000::/38
2a01:3f1:3060::/48,13,2a01:3f1:3000::/38
2a01:3f1:3061::/48,13,2a01:3f1:3000::/38
2a01:3f1:3063::/48,13,2a01:3f1:3000::/38
2a01:3f1:32::/48,4,2a01:3f1::/38
2a01:3f1:33::/48,4,2a01:3f1::/38
2a01:3f1:34::/48,4,2a01:3f1::/38
2a01:3f1:35::/48,4,2a01:3f1::/38
2a01:3f1:36::/48,4,2a01:3f1::/38
2a01:3f1:401::/48,4,2a01:3f1:400::/38
2a01:3f1:432::/48,4,2a01:3f1:400::/38
2a01:3f1:433::/48,4,2a01:3f1:400::/38
2a01:3f1:434::/48,4,2a01:3f1:400::/38
2a01:3f1:435::/48,4,2a01:3f1:400::/38
2a01:3f1:446::/48,4,2a01:3f1:400::/38
2a01:3f1:447::/48,4,2a01:3f1:400::/38
2a01:3f1:451::/48,4,2a01:3f1:400::/38
2a01:3f1:452::/48,4,2a01:3f1:400::/38
2a01:3f1:453::/48,4,2a01:3f1:400::/38
2a01:3f1:454::/48,4,2a01:3f1:400::/38
2a01:3f1:455::/48,4,2a01:3f1:400::/38
2a01:3f1:456::/48,4,2a01:3f1:400::/38
2a01:3f1:460::/48,4,2a01:3f1:400::/38
2a01:3f1:461::/48,4,2a01:3f1:400::/38
2a01:3f1:46::/48,4,2a01:3f1::/38
2a01:3f1:48::/48,4,2a01:3f1::/38
2a01:3f1:49::/48,4,2a01:3f1::/38
2a01:3f1:50::/48,4,2a01:3f1::/38
2a01:3f1:53::/48,4,2a01:3f1::/38
2a01:3f1:54::/48,4,2a01:3f1::/38
2a01:3f1:801::/48,3,2a01:3f1:800::/38
2a01:3f1:832::/48,3,2a01:3f1:800::/38
2a01:3f1:833::/48,3,2a01:3f1:800::/38
2a01:3f1:834::/48,3,2a01:3f1:800::/38
2a01:3f1:835::/48,3,2a01:3f1:800::/38
2a01:3f1:847::/48,3,2a01:3f1:800::/38
2a01:3f1:853::/48,3,2a01:3f1:800::/38
2a01:3f1:854::/48,3,2a01:3f1:800::/38
2a01:3f1:857::/48,3,2a01:3f1:800::/38
2a01:3f1:858::/48,3,2a01:3f1:800::/38
2a01:3f1:859::/48,3,2a01:3f1:800::/38
2a01:3f1:860::/48,4,2a01:3f1:800::/38
2a01:3f1:863::/48,3,2a01:3f1:800::/38
2a01:3f1:c001::/48,7,2a01:3f1:c000::/38
2a01:4580::/48,4,2a01:4580::/29
2a01:580::/48,2,2a01:580::/29
2a01:5ac0::/48,2,2a01:5ac0::/32
2a01:5b0:10::/48,7,2a01:5b0:10::/47
2a01:5b0:12::/48,13,2a01:5b0:12::/47
2a01:5b0:14::/48,15,2a01:5b0:14::/47
2a01:5b0:16::/48,8,2a01:5b0:16::/47
2a01:5b0:32::/48,14,2a01:5b0:32::/47
2a01:5b0:34::/48,13,2a01:5b0:34::/47
2a01:5b0:36::/48,14,2a01:5b0:36::/47
2a01:5b0:4::/48,7,2a01:5b0:4::/48
2a01:5b0:5::/48,6,2a01:5b0:5::/48
2a01:5b0:6::/48,11,2a01:5b0:6::/48
2a01:5b0:9::/48,7,2a01:5b0:9::/48
2a01:5b40:ac1::/48,6,2a01:5b40:ac1::/48
2a01:5b40:ac3::/48,15,2a01:5b40:ac3::/48
2a01:6100:111::/48,4,2a01:6100:111::/48
2a01:6100::/48,4,2a01:6100::/48
2a01:618:400::/48,4,2a01:618:400::/48
2a01:618:401::/48,4,2a01:618:401::/48
2a01:618:402::/48,3,2a01:618:402::/48
2a01:618:403::/48,5,2a01:618:403::/48
2a01:618:404::/48,3,2a01:618:404::/48
2a01:618:405::/48,3,2a01:618:405::/48
2a01:618:406::/48,3,2a01:618:406::/48
2a01:618:407::/48,3,2a01:618:407::/48
2a01:618:408::/48,2,2a01:618:408::/48
2a01:618:409::/48,2,2a01:618:409::/48
2a01:70:fffe::/48,5,2a01:70:fffe::/48
2a01:7c00:18::/48,2,2a01:7c00:10::/44
2a01:7e27::/48,2,2a01:7e27::/32
2a01:8840:106::/48,16,2a01:8840:106::/48
2a01:8840:107::/48,17,2a01:8840:107::/48
2a01:8840:108::/48,16,2a01:8840:108::/48
2a01:8840:109::/48,17,2a01:8840:109::/48
2a01:8840:10::/48,6,2a01:8840:10::/48
2a01:8840:10c::/48,13,2a01:8840:10c::/48
2a01:8840:10d::/48,15,2a01:8840:10d::/48
2a01:8840:10e::/48,6,2a01:8840:10e::/48
2a01:8840:12::/48,13,2a01:8840:12::/48
2a01:8840:13::/48,13,2a01:8840:13::/48
2a01:8840:14::/48,11,2a01:8840:14::/48
2a01:8840:15::/48,17,2a01:8840:15::/48
2a01:8840:16::/48,13,2a01:8840:16::/48
2a01:8840:17::/48,12,2a01:8840:17::/48
2a01:8840:18::/48,10,2a01:8840:18::/48
2a01:8840:19::/48,17,2a01:8840:19::/48
2a01:8840:1::/48,13,2a01:8840:1::/48
2a01:8840:1a::/48,13,2a01:8840:1a::/48
2a01:8840:1b::/48,13,2a01:8840:1b::/48
2a01:8840:1ba::/48,4,2a01:8840:1ba::/48
2a01:8840:1bb::/48,14,2a01:8840:1bb::/48
2a01:8840:1bc::/48,4,2a01:8840:1bc::/48
2a01:8840:1be::/48,13,2a01:8840:1be::/48
2a01:8840:1bf::/48,11,2a01:8840:1bf::/48
2a01:8840:1c0::/48,10,2a01:8840:1c0::/48
2a01:8840:1c::/48,11,2a01:8840:1c::/48
2a01:8840:1d::/48,17,2a01:8840:1d::/48
2a01:8840:1e::/48,13,2a01:8840:1e::/48
2a01:8840:1f::/48,13,2a01:8840:1f::/48
2a01:8840:20::/48,11,2a01:8840:20::/48
2a01:8840:21::/48,17,2a01:8840:21::/48
2a01:8840:22::/48,13,2a01:8840:22::/48
2a01:8840:23::/48,13,2a01:8840:23::/48
2a01:8840:24::/48,11,2a01:8840:24::/48
2a01:8840:25::/48,17,2a01:8840:25::/48
2a01:8840:26::/48,13,2a01:8840:26::/48
2a01:8840:27::/48,13,2a01:8840:27::/48
2a01:8840:28::/48,11,2a01:8840:28::/48
2a01:8840:29::/48,17,2a01:8840:29::/48
2a01:8840:2::/48,11,2a01:8840:2::/48
2a01:8840:2a::/48,13,2a01:8840:2a::/48
2a01:8840:2b::/48,13,2a01:8840:2b::/48
2a01:8840:2c::/48,11,2a01:8840:2c::/48
2a01:8840:2d::/48,17,2a01:8840:2d::/48
2a01:8840:2e::/48,13,2a01:8840:2e::/48
